n_inmuebles;titulo;distrito;area;cuartos;aseos;latitud;longitud;precio;
5551;Penthouse en Venta Altura,de Las Cdas 4 Y 5 De La Av Jorge Basadre, San Isidro, Lima;San Isidro;640.0;4.0;3.5;-12.0971829;-77.03258499999998;840000.0;
5552;Duplex en Venta Jerónimo De Aliaga Sur 690, Santiago De Surco, Lima;Santiago de Surco;240.0;3.0;4.0;-12.116107300000001;-76.97554709999997;280000.0;
5553;Departamento en Venta Salas 205, San Miguel, Lima;San Miguel;46.0;3.0;2.0;-12.085242800000001;-77.0732956;60774.0;
5554;Duplex en Venta Calle Punta Negra, San Isidro, Lima;San Isidro;212.0;3.0;4.0;-12.103033775298554;-77.05973949856411;405000.0;
5555;Departamento en Venta Av Del Pinar , Urb Chacarilla, San Borja, Lima;San Borja;243.0;3.0;4.0;-12.106934461790853;-76.98999717403565;345000.0;
5556;Duplex en Venta Jr. Santa Elena Sur 220, Santiago De Surco, Lima;Santiago de Surco;170.0;3.0;4.0;-12.107664752521295;-76.96761124584964;420000.0;
5557;Departamento en Venta Avenida Velasco Astete, Santiago De Surco, Lima;Santiago de Surco;100.0;3.0;2.0;-12.1416088;-76.99181550000003;189000.0;
5558;Departamento en Venta Montepio, Santiago De Surco, Lima;Santiago de Surco;190.0;3.0;3.5;-12.1116792;-76.98859219999997;520000.0;
5559;Departamento en Venta Jr Leoncio Prado, Pueblo Libre, Lima;Pueblo Libre;58.0;2.0;2.0;-12.089758300000002;-77.07211369999997;83065.0;
5560;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;63.0;2.0;2.0;-12.0787583;-77.06554150000001;100319.0;
5561;Duplex en Venta Nicolás Rodrigo Cdra. 3, Santiago De Surco, Lima;Santiago de Surco;318.0;4.0;4.0;-12.1013078;-76.96472169999998;545000.0;
5562;Departamento en Venta Av.bertolotto 610, San Miguel, Lima;San Miguel;83.0;2.0;2.0;-12.092078599999999;-77.08194730000002;185000.0;
5563;Duplex en Venta Tambo De Oro, Santiago De Surco, Lima;Santiago de Surco;227.0;3.0;3.0;-12.106721499999999;-76.96648619999995;300000.0;
5564;Departamento en Venta Joaquin Turina, San Borja, Lima;San Borja;150.0;3.0;4.0;-12.102763528899164;-76.99556074337768;265000.0;
5565;Duplex en Venta A Media Cuadra De Miraflores, Santiago De Surco, Lima;Santiago de Surco;192.0;4.0;5.0;-12.1416088;-76.99181550000003;338000.0;
5566;Departamento en Venta Avenida Naciones Unidas, Cercado De Lima, Lima;Cercado de Lima;71.0;3.0;2.0;-12.046374;-77.04279340000001;89798.0;
5567;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;69.0;2.0;2.0;-12.0787583;-77.06554150000001;116780.0;
5568;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;83.0;3.0;2.0;-12.0787583;-77.06554150000001;156205.0;
5569;Departamento en Venta Avenida Jose Pardo 570, Miraflores, Lima;Miraflores;82.0;2.0;2.0;-12.118822999999999;-77.03426769999999;210500.0;
5570;Duplex en Venta Punta Hermosa, Lima;Punta Hermosa;175.0;3.0;2.0;-12.310804300000001;-76.81388040000002;27000.0;
5571;Departamento en Venta Jr. Tiravanti 242, Barranco, Lima;Barranco;74.0;3.0;2.0;-12.1437266;-77.01902280000002;102041.0;
5572;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;78.0;3.0;2.0;-12.0787583;-77.06554150000001;131878.0;
5573;Departamento en Venta Lince, Lima;Lince;79.0;2.0;1.0;-12.0864703;-77.02686119999998;150670.0;
5574;Departamento en Venta Av Buena Vista, San Borja, Lima;San Borja;201.0;3.0;4.0;-12.104908405072624;-76.98000462327876;409000.0;
5575;Departamento en Venta Rimac, Lima;Rimac;80.0;3.0;2.0;-12.031190819499658;-77.02722285819705;128000.0;
5576;Departamento en Venta Calle Toulon, La Molina, Lima;La Molina;117.0;3.0;3.0;-12.071950300000001;-76.95284830000003;235000.0;
5577;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;130.0;3.0;2.0;-12.310804300000001;-76.81388040000002;95000.0;
5578;Departamento en Venta Miraflores, Lima;Miraflores;203.0;3.0;4.0;-12.1207079;-77.04322709999997;420000.0;
5579;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;74.0;3.0;2.0;-12.167222;-76.99080600000002;108750.0;
5580;Departamento en Venta Calle Azafran, Los Olivos, Lima;Los Olivos;78.0;3.0;2.0;-11.990483;-77.07437770000001;92287.0;
5581;Departamento en Venta Calle Pumacurco, San Miguel, Lima;San Miguel;108.0;3.0;2.0;-12.077492999999999;-77.09340170000002;120000.0;
5582;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;77.0;3.0;2.0;-12.0684815;-77.0674755;124268.0;
5583;Departamento en Venta Calle Pumacurco, San Miguel, Lima;San Miguel;108.0;3.0;2.0;-12.0709454;-77.09608359999999;117047.0;
5584;Departamento en Venta San Miguel, Lima;San Miguel;100.0;3.0;2.0;-12.0648974;-77.10425370000002;110000.0;
5585;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;74.0;3.0;2.0;-12.167222;-76.99080600000002;165550.0;
5586;Departamento en Venta Los Olivos, Lima;Los Olivos;71.0;2.0;1.0;-11.9594023;-77.07604570000002;87000.0;
5587;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;77.0;3.0;2.0;-12.167222;-76.99080600000002;170800.0;
5588;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;130.0;3.0;2.0;-12.310804300000001;-76.81388040000002;145000.0;
5589;Departamento en Venta Miraflores, Lima;Miraflores;109.0;3.0;2.0;-12.113995599999999;-77.03200340000002;185000.0;
5590;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;150.0;3.0;3.0;-12.0802771;-76.9748156;265000.0;
5591;Departamento en Venta Jesus Maria, Lima;Jesus Maria;85.0;3.0;3.0;-12.075685;-77.04974390000002;150000.0;
5592;Departamento en Venta Surquillo, Lima;Surquillo;125.0;3.0;3.0;-12.1120799;-76.99720009999999;195000.0;
5593;Departamento en Venta Ate, Lima;Ate;63.0;3.0;2.0;-12.0195094;-76.88163480000003;49000.0;
5594;Departamento en Venta Avenida Roca Y Boloña, Miraflores, Lima;Miraflores;151.0;3.0;2.0;-12.12042;-77.0146886;360000.0;
5595;Departamento en Venta San Borja, Lima;San Borja;100.0;3.0;3.0;-12.1055631;-76.99258150000003;175000.0;
5596;Departamento en Venta Avenida Parque Del Carmen, Pueblo Libre, Lima;Pueblo Libre;112.0;3.0;3.0;-12.0736394;-77.0690381;170000.0;
5597;Departamento en Venta Terrazas De Caraponguillo, Chosica, Lima;Chosica;120.0;3.0;2.0;-11.9985052;-76.85343969999997;54000.0;
5598;Departamento en Venta Jirón Mantaro, Bre�a, Lima;Bre�a;81.0;2.0;1.0;-12.0530256;-77.05501909999998;91119.0;
5599;Departamento en Venta Avenida Arica, Bre�a, Lima;Bre�a;56.0;2.0;2.0;-12.0584783;-77.05066169999998;69127.0;
5600;Duplex en Venta Jr Fernando Castrat, Santiago De Surco, Lima;Santiago de Surco;184.0;3.0;4.0;-12.1416088;-76.99181550000003;360000.0;
5601;Departamento en Venta Porta, Miraflores, Lima;Miraflores;251.0;3.0;3.0;-12.120740699999999;-77.02685029999998;486000.0;
5602;Departamento en Venta Av. Miguel Cervantes, San Isidro, Lima;San Isidro;130.0;2.0;4.0;-12.1038463;-77.04245430000003;285000.0;
5603;Departamento en Venta Entre Av Universitaria Y Av Los Alisos, San Martin De Porres, Lima;San Martin de Porres;75.0;2.0;1.0;-11.9815573;-77.096882;69000.0;
5604;Departamento en Venta Calle Lord Cochrane 321, Miraflores, Miraflores, Lima;Miraflores;146.0;2.0;2.0;-12.10915280559448;-77.03980958842162;290000.0;
5605;Departamento en Venta Calle Las Cascadas, La Molina, Lima;La Molina;120.0;3.0;1.0;-12.1013149;-76.94891569999999;145000.0;
5606;Departamento en Venta Avenida Paseo La Castellana 657, Santiago De Surco, Lima;Santiago de Surco;112.0;3.0;2.0;-12.1359758;-77.00478989999998;156000.0;
5607;Departamento en Venta Calle La Begonia, Surquillo, Lima;Surquillo;224.0;3.0;3.0;-12.12186070677885;-77.00104127076419;180000.0;
5608;Departamento en Venta Malecón Armendáriz 271, Miraflores, Lima;Miraflores;130.0;3.0;2.0;-12.1352448;-77.02584389999998;320000.0;
5609;Duplex en Venta Avenida Ramon Castilla, Santiago De Surco, Lima;Santiago de Surco;195.0;3.0;3.0;-12.1416088;-76.99181550000003;309124.0;
5610;Departamento en Venta Calle 4, Magdalena Del Mar, Lima;Magdalena del Mar;155.0;2.0;2.0;-12.102856300000001;-77.06166309999998;165000.0;
5611;Departamento en Venta Calle Jose Nicola Rodrigo , Santiago De Surco, Lima;Santiago de Surco;220.0;3.0;3.0;-12.105979;-76.961395;375000.0;
5612;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;80.0;3.0;2.0;-12.0573702;-77.07603030000001;98500.0;
5613;Departamento en Venta Espalda Del Ministerio Del Interior Por La Pizzeria La Romana, San Borja, San Borja, Lima;San Borja;148.0;4.0;3.0;-12.0972833;-76.99510409999998;230000.0;
5614;Duplex en Venta Jr Neptuno, Santiago De Surco, Lima;Santiago de Surco;260.0;5.0;4.0;-12.1416088;-76.99181550000003;280000.0;
5615;Duplex en venta Sor Tita, Miraflores, Lima;Miraflores;168.0;3.0;2.0;-12.1298195;-77.0087934;310000.0;
5616;Departamento en Venta Av. La Merced 631, Santiago De Surco, Lima;Santiago de Surco;22.0;1.0;1.0;-12.132946800000001;-77.00913270000002;50000.0;
5617;Duplex en Venta Miraflores, Lima;Miraflores;198.0;3.0;2.2;-12.111061999999999;-77.03159129999999;240000.0;
5618;Duplex en Venta Geeral Cordova, Miraflores, Lima;Miraflores;80.0;2.0;3.0;-12.1119648;-77.04572789999997;198000.0;
5619;Departamento en Venta Antero Aspillaga, San Isidro, Lima;San Isidro;167.0;3.0;2.5;-12.102595987878251;-77.0336364259338;550000.0;
5620;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;124.0;2.0;2.0;-12.1134216;-76.97752730000002;212604.0;
5621;Departamento en Venta Trinidad Cdra 2, San Borja, Lima;San Borja;194.0;3.0;3.0;-12.109989;-76.990105;398000.0;
5622;Departamento en Venta Turmalinas 122 , Santiago De Surco, Lima;Santiago de Surco;301.0;4.0;4.0;-12.091955;-76.96672;649000.0;
5623;Departamento en Venta Calle Madrid, Pueblo Libre, Lima;Pueblo Libre;148.0;4.0;2.0;-12.071666081134179;-77.06803058996582;160000.0;
5624;Departamento en Venta Jr 8 De Octubre, Pueblo Libre, Lima;Pueblo Libre;74.0;3.0;2.0;-12.0857992;-77.06564459999998;91867.0;
5625;Departamento en Venta Los Eucaliptos 280, San Isidro, Lima;San Isidro;177.0;3.0;2.5;-12.093777099999999;-77.04864640000001;290000.0;
5626;Departamento en Venta Cerca Del Óvalo De Miraflores, Miraflores, Lima;Miraflores;94.0;2.0;2.0;-12.108758900000002;-77.03075919999998;216000.0;
5627;Departamento en Venta Av. Aramburu, San Isidro, Lima;San Isidro;108.0;3.0;2.0;-12.102475199999999;-77.02448779999997;195000.0;
5628;Departamento en Venta San Borja, Lima;San Borja;131.0;3.0;2.5;-12.0972833;-76.99510409999998;235000.0;
5629;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;165.0;3.0;2.5;-12.1416088;-76.99181550000003;330000.0;
5630;Departamento en Venta Lince, Lima;Lince;127.0;3.0;3.0;-12.08862197542974;-77.04433483491823;270000.0;
5631;Departamento en Venta Calle Recavarren, Miraflores, Miraflores, Lima;Miraflores;70.0;2.0;2.0;-12.122007;-77.03368;155000.0;
5632;Departamento en Venta Miraflores, Lima;Miraflores;140.0;4.0;2.5;-12.12251687968744;-77.030690077771;200000.0;
5633;Departamento en Venta La Perla - Callao, Cercado De Lima, Lima;Cercado de Lima;70.0;3.0;2.0;-12.069669000000001;-77.12469499999999;73000.0;
5634;Departamento en Venta Av. La Floresta, Santiago De Surco, Lima;Santiago de Surco;209.0;3.0;4.0;-12.118923251949091;-76.98520726347658;415000.0;
5635;Departamento en Venta Jr. Callao 894-interior A, Cercado De Lima, Lima;Cercado de Lima;91.0;3.0;2.0;-12.2082654;-76.91009359999998;81002.0;
5636;Departamento en Venta Calle Manuel Almenara, Surquillo, Lima;Surquillo;88.0;2.0;2.0;-12.119741795687077;-77.01731691506654;180000.0;
5637;Departamento en Venta Derby, Santiago De Surco, Lima;Santiago de Surco;130.0;3.0;3.0;-12.098048;-76.97323;300000.0;
5638;Duplex en Venta Leoncio Prado, Magdalena Del Mar, Lima;Magdalena del Mar;78.0;2.0;2.0;-12.0889922;-77.07175010000003;140000.0;
5639;Departamento en Venta Echenique 310 Dpto 303, Magdalena Del Mar, Lima;Magdalena del Mar;86.0;3.0;2.0;-12.093573699999999;-77.07585469999998;120000.0;
5640;Departamento en Venta Jr Fernando Castrat, Santiago De Surco, Lima;Santiago de Surco;120.0;3.0;2.0;-12.1416088;-76.99181550000003;230290.0;
5641;Departamento en Venta Calle Oscar La Barrera, Chorrillos, Lima;Chorrillos;240.0;3.0;2.0;-12.1876499;-77.00776359999998;135000.0;
5642;Departamento en Venta Francisco Graña 420, Magdalena Del Mar, Lima;Magdalena del Mar;233.0;4.0;3.0;-12.090226849337206;-77.05971459243166;355000.0;
5643;Departamento en Venta Calle Irribarren, Miraflores, Lima;Miraflores;71.0;1.0;1.0;-12.1207409;-77.02141400000001;145000.0;
5644;Departamento en Venta Calle Los Recuerdos, San Borja, Lima;San Borja;480.0;4.0;3.0;-12.106765199999998;-76.980616;1300000.0;
5645;Duplex en Venta Av. Precursores, Cdra. 3, Santiago De Surco, Lima;Santiago de Surco;157.0;3.0;2.5;-12.1132987;-76.97920490000001;320000.0;
5646;Departamento en Venta Alberto Del Campo 4 , Magdalena Del Mar, Lima;Magdalena del Mar;220.0;3.0;3.0;-12.097514;-77.056786;400000.0;
5647;Departamento en Venta Av. Boulevard 428, San Borja, Lima;San Borja;250.0;3.0;5.0;-12.123698599999999;-77.02743509999998;335000.0;
5648;Departamento en Venta Magdalena, Magdalena Del Mar, Lima;Magdalena del Mar;76.0;2.0;3.0;-12.090435300000001;-77.069999;145000.0;
5649;Departamento en Venta Urb. Los Jazmines, Los Olivos, Lima;Los Olivos;87.0;3.0;2.0;-11.9594023;-77.07604570000002;85000.0;
5650;Departamento en Venta Boulevard 150, Santiago De Surco, Lima;Santiago de Surco;252.0;4.0;5.0;-12.099826;-76.97013000000001;390000.0;
5651;Departamento en Venta Huaca De La Luna, La Molina, Lima;La Molina;100.0;3.0;2.0;-12.11306893316181;-76.93454857990109;120000.0;
5652;Departamento en Venta Av Arequipa, Lince, Lima;Lince;74.0;2.0;2.0;-12.078605042535651;-77.03538986190188;125000.0;
5653;Departamento en Venta Calle Juan Fanning, Miraflores, Lima;Miraflores;174.0;3.0;3.0;-12.1297878;-77.02981219999998;360000.0;
5654;Departamento en Venta Av. San Borja Norte, San Borja, Lima;San Borja;66.0;2.0;2.0;-12.0938534;-76.99692879999998;175000.0;
5655;Departamento en Venta Cerca  Av. Panama, Surquillo, Lima;Surquillo;200.0;3.0;2.0;-12.152014999999999;-77.01988399999998;180000.0;
5656;Departamento en Venta Marañon, Los Olivos, Lima;Los Olivos;65.0;3.0;1.0;-11.968361214316909;-77.08014571855472;67000.0;
5657;Departamento en Venta Calle Diez Canseco, Miraflores, Lima;Miraflores;100.0;2.0;2.0;-12.074415;-77.0476;195000.0;
5658;Departamento en Venta Av. La Capilla 800, Rimac, Lima;Rimac;63.0;3.0;2.0;-12.029784916140457;-77.03709012117919;73000.0;
5659;Departamento en Venta Tambos De Monterrico, Santiago De Surco, Lima;Santiago de Surco;130.0;3.0;4.0;-12.1133882;-76.99867449999998;255000.0;
5660;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;71.0;3.0;2.0;-12.154805388315932;-76.99222461685906;92000.0;
5661;Departamento en Venta San Martin, Miraflores, Lima;Miraflores;123.0;2.0;2.0;-12.127384;-77.025734;345000.0;
5662;Departamento en Venta Av. Francisco Javier Mariátegui 1712, Jesus Maria, Lima;Jesus Maria;84.0;3.0;2.0;-12.078176918061793;-77.05468688950197;125000.0;
5663;Departamento en Venta Av Arica, San Miguel, Lima;San Miguel;144.0;3.0;2.0;-12.0553921;-77.0578342;167000.0;
5664;Duplex en Venta Separadora Industrial, La Molina, Lima;La Molina;150.0;3.0;2.0;-12.0634687981096;-76.96088534060061;218000.0;
5665;Departamento en Venta Av. Alameda Del Corregidor, La Molina, Lima;La Molina;96.0;3.0;2.0;-12.0947272;-76.9524558;130000.0;
5666;Departamento en Venta Av. Petit Thouras, Miraflores, Lima;Miraflores;100.0;3.0;3.0;-12.0917528;-77.03227849999995;175000.0;
5667;Departamento en Venta La Molina, Lima;La Molina;190.0;4.0;5.0;-12.082019599999999;-76.92823399999997;198000.0;
5668;Departamento en Venta Panamericana Norte, Los Olivos, Lima;Los Olivos;74.0;3.0;2.0;-11.9499864;-77.07238459999995;69000.0;
5669;Departamento en Venta 1494, Santiago De Surco, Lima;Santiago de Surco;100.0;2.0;2.0;-12.1308406;-76.99417140000003;151000.0;
5670;Departamento en Venta Calle María Parado De Bellido 220, Miraflores, Lima;Miraflores;168.0;3.0;3.0;-12.1106274;-77.03168790000002;385900.0;
5671;Departamento en Venta Jiron Tomasal, Santiago De Surco, Lima;Santiago de Surco;80.0;3.0;1.5;-12.1133338;-76.9686264;115000.0;
5672;Departamento en Venta Jirón Huáscar 1989 - Avenida San Felipe, Jesus Maria, Lima;Jesus Maria;65.0;2.0;2.0;-12.082296668694886;-77.05035618339002;115000.0;
5673;Departamento en Venta Calle Palomares 292, Rimac, Lima;Rimac;70.0;3.0;2.0;-12.0271206;-77.03623779999998;63025.0;
5674;Departamento en Venta Jirón El Cortijo No. 230, Santiago De Surco, Lima;Santiago de Surco;204.0;3.0;3.0;-12.098412;-76.96668000000001;370000.0;
5675;Departamento en Venta Lizardo Montero 555, Surquillo, Lima;Surquillo;64.0;3.0;2.0;-12.1112625;-77.02535369999998;110000.0;
5676;Departamento en Venta Arequipa Cdra 26, Lince, Lima;Lince;65.0;2.0;2.0;-12.0853194;-77.03577610000002;127551.0;
5677;Departamento en Venta San Isidro, Lima;San Isidro;235.0;3.0;2.0;-12.0971829;-77.03258499999998;418000.0;
5678;Departamento en Venta Sergio Bernales, Surquillo, Lima;Surquillo;92.0;3.0;2.0;-12.115734699999999;-77.01902280000002;150000.0;
5679;Departamento en Venta Av San Felipe, Jesus Maria, Lima;Jesus Maria;77.0;3.0;2.0;-12.0750295;-77.04352890000001;143266.0;
5680;Departamento en Venta Santa Elena Norte, Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;2.0;-12.105452900000001;-76.96841710000002;210000.0;
5681;Departamento en Venta Av Colonial 3008, Cercado De Lima, Lima;Cercado de Lima;60.0;3.0;2.0;-12.049194900000002;-77.0720801;83433.0;
5682;Duplex en Venta Ca. Huaraz 372 Dpt1403, Bre�a, Lima;Bre�a;160.0;3.0;3.0;-12.054491271192616;-77.04585518144529;136555.0;
5683;Departamento en Venta Carlos Tenaud , Miraflores, Lima;Miraflores;109.0;3.0;2.0;-12.108456;-77.028984;214000.0;
5684;Departamento en Venta Avenida Brasil, Magdalena Del Mar, Lima;Magdalena del Mar;79.0;3.0;2.0;-12.090435300000001;-77.069999;110000.0;
5685;Departamento en Venta Calle Las Gaviotas 1991, Santiago De Surco, Lima;Santiago de Surco;85.0;3.0;2.0;-12.1604452;-76.99449370000002;105000.0;
5686;Departamento en Venta Jr Saturno N17 Urb Sol De Oro, Los Olivos, Lima;Los Olivos;93.0;2.0;2.0;-12.00101155805377;-77.06303612105711;74000.0;
5687;Departamento en Venta Calle Los Ingenieros, Santiago De Surco, Lima;Santiago de Surco;80.0;3.0;2.0;-12.128974686493388;-76.9763770568054;120000.0;
5688;Departamento en Venta Angelica Gamarra, Los Olivos, Lima;Los Olivos;53.0;2.0;1.0;-12.005942028024895;-77.07156749626466;55000.0;
5689;Departamento en Venta Calle Restauracion, Bre�a, Lima;Bre�a;172.0;3.0;2.0;-12.0584783;-77.05066169999998;119000.0;
5690;Departamento en Venta Av Tacna 685, Cercado De Lima, Lima;Cercado de Lima;280.0;3.0;3.0;-12.0486602;-77.03874770000004;250000.0;
5691;Penthouse en Venta Calle Manco Ii 768, San Miguel, Lima, San Miguel, Lima;San Miguel;177.0;3.0;3.0;-12.0769132;-77.10193099999998;179000.0;
5692;Departamento en Venta Calle Alameda Del Lucero 2xx, Santiago De Surco, Lima;Santiago de Surco;122.0;2.0;2.0;-12.1226132;-76.986876;200000.0;
5693;Departamento en Venta Calle 25, 126, Departamento 101, San Borja, Lima;San Borja;176.0;3.0;3.0;-12.0949349;-76.98314829999998;297000.0;
5694;Departamento en Venta Lauricocha 153, Surco, Santiago De Surco, Lima;Santiago de Surco;170.0;3.0;4.0;-12.1330817;-77.00695280000002;295000.0;
5695;Duplex en Venta Jr. Cuzco N° 702 ( Al Costado De La Comisaria), Magdalena Del Mar, Lima;Magdalena del Mar;250.0;6.0;5.0;-12.08815877557324;-77.0730245317688;200000.0;
5696;Departamento en Venta Av. Galvez Barrenechea 925, San Borja, Lima, San Borja, Lima;San Borja;113.0;4.0;4.0;-12.0972833;-76.99510409999998;221000.0;
5697;Departamento en Venta Lince Limite Con San Isidro, Lince, Lima;Lince;92.0;3.0;2.0;-12.0853194;-77.03577610000002;172000.0;
5698;Departamento en Venta Miraflores, Lima;Miraflores;138.0;3.0;3.0;-12.111061999999999;-77.03159129999999;250000.0;
